RoleClassLibName,Name,Parent,Attributes?,ID,Description,Recommendations,
MaterialHandlingProcessClassLib,Verification,Process,No,no,, -,
MaterialHandlingProcessClassLib,Inspection,Verification,No,no,, -,
MaterialHandlingProcessClassLib,PresenceCheck,Inspection,No,no,, -,
MaterialHandlingProcessClassLib,IdentityCheck,Inspection,No,no,, -,
MaterialHandlingProcessClassLib,ShapeCheck,Inspection,No,no,, -,
MaterialHandlingProcessClassLib,SizeCheck,Inspection,No,no,, -,
MaterialHandlingProcessClassLib,ColorCheck,Inspection,No,no,, -,
MaterialHandlingProcessClassLib,WeightCheck,Inspection,No,no,, -,
MaterialHandlingProcessClassLib,PositionCheck,Inspection,No,no,, -,
MaterialHandlingProcessClassLib,OrientationCheck,Inspection,No,no,, -,
MaterialHandlingProcessClassLib,Measuring,Verification,No,no,, -,
MaterialHandlingProcessClassLib,Counting,Measuring,No,no,, -,
MaterialHandlingProcessClassLib,OrientationMeasuring,Measuring,No,no,, -,
MaterialHandlingProcessClassLib,PositionMeasuring,Measuring,No,no,, -,
MaterialHandlingProcessClassLib,SourceAndSink,Process,No,no,, -,
MaterialHandlingProcessClassLib,Source,SourceAndSink,Yes,no,, -,
MaterialHandlingProcessClassLib,Sink,SourceAndSink,Yes,no,, -,
MaterialHandlingProcessClassLib,TransportUnitProcess,Process,Yes,no,, -,
MaterialHandlingProcessClassLib,Loading,TransportUnitProcess,Yes,no,, -,
MaterialHandlingProcessClassLib,Unloading,TransportUnitProcess,Yes,no,, -,
MaterialHandlingProcessClassLib,Transloading,TransportUnitProcess,Yes,no,, -,
MaterialHandlingProcessClassLib,OrderPicking,TransportUnitProcess,Yes,no,, -,
MaterialHandlingProcessClassLib,Carrying,TransportUnitProcess,Yes,no,, -,
MaterialHandlingProcessClassLib,Storing,Process,Yes,no,, -,
MaterialHandlingProcessClassLib,Stocking,Storing,Yes,no,, -,
MaterialHandlingProcessClassLib,Buffering,Storing,Yes,no,, -,
MaterialHandlingProcessClassLib,Retaining,Storing,Yes,no,, -,
,,,,,,,
MaterialHandlingProductClassLib,TransportUnit,Product,Yes,no,, -,
MaterialHandlingProductClassLib,LoadCarrier,Product,Yes,no,, -,
MaterialHandlingProductClassLib,Box,LoadCarrier,Yes,no,, -,
MaterialHandlingProductClassLib,Container,LoadCarrier,Yes,no,, -,
MaterialHandlingProductClassLib,Pallet,LoadCarrier,Yes,no,, -,
MaterialHandlingProductClassLib,OpenLoadCarrier,LoadCarrier,Yes,no,, -,
MaterialHandlingProductClassLib,ClosedLoadCarrier,LoadCarrier,Yes,no,, -,
MaterialHandlingProductClassLib,SpecificLoadCarrier,LoadCarrier,Yes,no,, -,
AutomationMLReferenceDesignationRoleClassLib,ContainsReferenceDesignation,AutomationMLBaseRole,Yes,yes,, -,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
"which app, data structure,  relation b/w data and app, ",,,,,,,
,,,,,,,
CRUD functionality,,,,,,,
